party,result,council
Партія промисловців і підприємців України,  11.11,"Харківська обл., Лозівська міська рада"
"Політична партія ""Нова держава""",   8.33,"Харківська обл., Лозівська міська рада"
Радикальна партія Олега Ляшка,   8.33,"Харківська обл., Лозівська міська рада"
Радикальна партія Олега Ляшка,  17.65,"Чернігівська обл., Прилуцька міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  14.71,"Чернігівська обл., Прилуцька міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  14.71,"Чернігівська обл., Прилуцька міська рада"
"Політична партія ""Наш край""",  11.76,"Чернігівська обл., Прилуцька міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.82,"Чернігівська обл., Прилуцька міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.11,"Черкаська обл., Смілянська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""СИЛА ГРОМАД""",   8.33,"Черкаська обл., Смілянська міська рада"
"Політична партія ""ПАТРІОТ""",   8.33,"Черкаська обл., Смілянська міська рада"
Аграрна партія України,   8.33,"Черкаська обл., Смілянська міська рада"
"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",  19.44,"Чернігівська обл., Ніжинська міська рада"
Партія Зелених України,   8.82,"Черкаська обл., Канівська міська рада"
"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",   8.82,"Черкаська обл., Канівська міська рада"
"Політична Партія ""Опозиційний блок""",   8.82,"Черкаська обл., Канівська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",   8.82,"Черкаська обл., Золотоніська міська рада"
"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",   8.82,"Черкаська обл., Золотоніська міська рада"
Радикальна партія Олега Ляшка,  11.54,"Черкаська обл., Ватутінська міська рада"
"Політична Партія ""Опозиційний блок""",   7.69,"Черкаська обл., Ватутінська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",   3.85,"Черкаська обл., Ватутінська міська рада"
"Політична партія ""Наш край""",   5.56,"Харківська обл., Лозівська міська рада"
"Політична партія ""Сила людей""",   5.56,"Харківська обл., Лозівська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   5.56,"Харківська обл., Лозівська міська рада"
Аграрна партія України,   5.88,"Чернігівська обл., Прилуцька міська рада"
"Політична Партія ""Опозиційний блок""",   5.88,"Чернігівська обл., Прилуцька міська рада"
"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",   8.33,"Черкаська обл., Смілянська міська рада"
Радикальна партія Олега Ляшка,  16.67,"Чернігівська обл., Ніжинська міська рада"
"політична партія Всеукраїнське об’єднання ""Батьківщина""",  16.67,"Чернігівська обл., Ніжинська міська рада"
"Політична партія ""Об’єднання ""САМОПОМІЧ""",  13.89,"Чернігівська обл., Ніжинська міська рада"
"політична партія Всеукраїнське об’єднання ""Свобода""",  11.11,"Чернігівська обл., Ніжинська міська рада"
"Політична партія ""Наш край""",   8.33,"Чернігівська обл., Ніжинська міська рада"
"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",   8.33,"Чернігівська обл., Ніжинська міська рада"
"Політична Партія ""Опозиційний блок""",   5.56,"Чернігівська обл., Ніжинська міська рада"
